"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @HumasPoldaJatim: Kapolda Jatim lakukan Peninjauan Pelaksanaan Vaksinasi dan Pemberian Bansos di Gerai Vaksin Polres Pelabuhan Tanjung P…",FALSE,0,NA,2022-12-02 03:15:33,FALSE,NA,"1598516188640083968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HumasResProb_",1,TRUE,FALSE,NA,NA
"2","@RomeoDarkKnight @andhikakaras @AloysiusCandra @Anak__Ogi @jokowi Kok nyalahin wawasan orang lain 😂
Emang pernah ad… https://t.co/TrMTnjjACM",FALSE,1,"RomeoDarkKnight",2022-12-02 03:10:50,TRUE,"1598511003884752897","1598515002876755968","1502823661874520073","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JustAFreeStyle",0,FALSE,FALSE,NA,NA
"3","Cara Daftar DTKS Kemensos agar Dapat Bansos Desember 2022, Unduh Aplikasi Cek Bansos di HP https://t.co/xmjjb1lJtN https://t.co/4zjTDSKj9u",FALSE,1,NA,2022-12-02 03:10:35,FALSE,NA,"1598514941128224769",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","pikiran_rakyat",0,FALSE,FALSE,NA,NA
"4","@democrazymedia Dia sdh ada job baru Panglima Nggarong dana haji bpjs bansos🤪🥵 https://t.co/yPk5OrI5Lm",FALSE,0,"democrazymedia",2022-12-02 03:10:09,FALSE,"1598255593101283329","1598514831891791880","1243804423001763841","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marline_un",0,FALSE,FALSE,NA,NA
"5","Kapolda Jatim lakukan Peninjauan Pelaksanaan Vaksinasi dan Pemberian Bansos di Gerai Vaksin Polres Pelabuhan Tanjun… https://t.co/BFYhnO4Xw0",FALSE,1,NA,2022-12-02 03:09:46,TRUE,NA,"1598514733585661953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HumasPoldaJatim",1,FALSE,FALSE,NA,NA
"6","Babinsa Kel Ngelo serka sutikno melaksanakan giat komsos bersama bhabinkamtibmas dan warga bertempat di lingkungan… https://t.co/GxljXcAMLh",FALSE,0,NA,2022-12-02 03:09:29,TRUE,NA,"1598514664186740736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarMint96826137",0,FALSE,FALSE,NA,NA
"7","Selamat pagi sobat Presisi
Pada hari ini Jumat, 02 Desember 2022 bertempat di balai desa Sanggrahan. Bhabinkamtimba… https://t.co/rxu6NzKOdR",FALSE,0,NA,2022-12-02 03:09:20,TRUE,NA,"1598514624558936066",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PolsekPrambon10",0,FALSE,FALSE,NA,NA
"8","@RomeoDarkKnight @kiputmoza @AloysiusCandra @andhikakaras @Anak__Ogi @jokowi Move on apa sih? Move on pajak 11%?bea… https://t.co/3GSAdba6eU",FALSE,0,"RomeoDarkKnight",2022-12-02 03:07:47,TRUE,"1598510250352865280","1598514237781213184","1502823661874520073","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JustAFreeStyle",0,FALSE,FALSE,NA,NA
"9","Kemarin Gubernur Lampung salurkan bansos penanganan dampak inflasi

https://t.co/BIe1XYkvub",FALSE,0,NA,2022-12-02 03:06:45,FALSE,NA,"1598513975989358599",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","InfoBDL",0,FALSE,FALSE,NA,NA
"10","RT @PolresPati1: Tumbuhkan empati terhadap saudara-saudara yang terdampak banjir bandang di Ds. Sinomwidodo Kec. Tambakromo, Plt. Kapolrest…",FALSE,0,NA,2022-12-02 03:04:42,FALSE,NA,"1598513458701795328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TeweL0101",1,TRUE,FALSE,NA,NA
"11","Keceriaan Anak-anak Cianjur Saat diadakan Trauma Healing.
Polri  memberikan pendampingan trauma healing kepada anak… https://t.co/YpeqC2VKz6",FALSE,0,NA,2022-12-02 03:02:42,TRUE,NA,"1598512957268557826",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bukanpentolmu",0,FALSE,FALSE,NA,NA
"12","Bhabinkamtibmas Desa Karyalaksana Aiptu Suparno melaksanakan giat monitoring penyaluran bansos BPNT, PKH dan BBM di… https://t.co/LbRnlBHkNi",FALSE,0,NA,2022-12-02 03:01:14,TRUE,NA,"1598512587146022913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PolsekIbun",0,FALSE,FALSE,NA,NA
"13","Polri salurkan bansos kepada masyarakat korban gempa Cianjur 👍👍
#DistribusiCapaiPelosok
Jangkau Warga Terisolir https://t.co/AQACyESX0o",FALSE,0,NA,2022-12-02 03:00:18,FALSE,NA,"1598512353364279296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Y2Sey",0,FALSE,FALSE,NA,NA
"14","KAMI ADA UNTUKMU SAUDARAKU 

momen anak anak yang tersenyum mengikuti kegiatan trauma healing yg di gelar porli di… https://t.co/8vpBxGzwue",FALSE,0,NA,2022-12-02 03:00:03,TRUE,NA,"1598512289979801601",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sadnessis2deep",0,FALSE,FALSE,NA,NA
"15","Polri kembali salurkan bantuan sosial kepada para warga korban bencana gempa bumi di Cianjur Jawa Barat. Bansos ini… https://t.co/FIqf3YSqnZ",FALSE,0,NA,2022-12-02 03:00:03,TRUE,NA,"1598512288495026179",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mayze45",0,FALSE,FALSE,NA,NA
"16","makasih buat Polri yang udah salurkan bansos ke warga korban gempa Cianjur 
#DistribusiCapaiPelosok
Jangkau Warga T… https://t.co/J0cexXDdkf",FALSE,0,NA,2022-12-02 03:00:03,TRUE,NA,"1598512288075390977",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","annesaturs",0,FALSE,FALSE,NA,NA
"17","Tim Satgas Kesehatan Polri berikan saluran Bansos kepada warga korban gempa Cianjur #DistribusiCapaiPelosok
Jangkau… https://t.co/yiIb33Na2R",FALSE,0,NA,2022-12-02 03:00:02,TRUE,NA,"1598512287198879747",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","girlzyy17",0,FALSE,FALSE,NA,NA
"18","Alhamdulillah bansos udh smpe ke pelosok2 daerah #DistribusiCapaiPelosok
Jangkau Warga Terisolir https://t.co/ZHX0dcoEfD",FALSE,0,NA,2022-12-02 03:00:02,FALSE,NA,"1598512284187299840",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Maryam_0010",0,FALSE,FALSE,NA,NA
"19","#DistribusiCapaiPelosok
Polri menyalurkan bansos ke warga korban gempa dan Jangkau Warga Terisolir https://t.co/Xl6aLrxwrL",FALSE,0,NA,2022-12-02 03:00:01,FALSE,NA,"1598512282186747906",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","naucuan",0,FALSE,FALSE,NA,NA
"20","Personel Polri menyalurkan bansos dan mengirimkan juga Tim satgas kesehatan untuk memberikan pelayanan kesehatan ke… https://t.co/FWbDYW2f2v",FALSE,0,NA,2022-12-02 03:00:01,TRUE,NA,"1598512282010468352",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Skyyaa163",0,FALSE,FALSE,NA,NA
"21","Wahh sukarelawan polwan-polwan mmbantu anak-anak agar mereka lupa dengan trauma nya terhadap bencana gempa 👍 Para p… https://t.co/5XClCkEfgE",FALSE,0,NA,2022-12-02 03:00:01,TRUE,NA,"1598512281867866113",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dsywhyns",0,FALSE,FALSE,NA,NA
"22","Bansos dari polri #DistribusiCapaiPelosok sehingga Jangkau Warga Terisolir https://t.co/8NOCvzDGPg",FALSE,0,NA,2022-12-02 03:00:01,FALSE,NA,"1598512281020600321",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","akunuguya_",0,FALSE,FALSE,NA,NA
"23","Trauma healing untuk senyum anak anak Cianjur didampingi oleh polri dan juga penyaluran bansos meringankan beban me… https://t.co/kiElErQjnU",FALSE,0,NA,2022-12-02 03:00:01,TRUE,NA,"1598512280756445184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RisaSelena2",0,FALSE,FALSE,NA,NA
"24","Polri salurkan bansos untuk korban gempa cianjur 
#DistribusiCapaiPelosok
Jangkau Warga Terisolir https://t.co/cAHSMwqV4G",FALSE,0,NA,2022-12-02 03:00:01,FALSE,NA,"1598512279628267526",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cjjhpcy",0,FALSE,FALSE,NA,NA
"25","Hebat polri, cekatan dan tepat dalam menyalurkan bansos 😳 big respect
#DistribusiCapaiPelosok
Jangkau Warga Terisol… https://t.co/eApjbO30np",FALSE,0,NA,2022-12-02 03:00:00,TRUE,NA,"1598512277384200194",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mutiewin",0,FALSE,FALSE,NA,NA
"26","salut sama jajaran para polri yang udah berpartisipasi dalam misi kemanusiaan menyalurkan bansos untuk para korban… https://t.co/9p36xSU9ww",FALSE,0,NA,2022-12-02 03:00:00,TRUE,NA,"1598512276335624192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ernizaaw",0,FALSE,FALSE,NA,NA
"27","Lugas bervisi misi menjilat sana-i, Tukang Dusta Profesional Berbayar @Dennysiregar7 luncurkan scene drakor dukung… https://t.co/OIPrDixwwA",FALSE,0,NA,2022-12-02 02:59:27,TRUE,NA,"1598512137244123137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EkoWitono9",0,FALSE,FALSE,NA,NA
"28","RT @KemensosRI: Bingung harus ngapain saat jadi Kelompok Masyarakat (PokMas) di Program Bansos Permakanan?

Yuk, ikutin lima 5 langkah yang…",FALSE,0,NA,2022-12-02 02:55:16,FALSE,NA,"1598511088198651905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RadioElshinta",3,TRUE,FALSE,NA,NA
"29","RT @gabutlurd: @sosmedkeras Lagi keadaan kaya gini bukannya sibuk cari logistik buat survive malah bikin tenda buat ngewe... PIKIRANNYA PAD…",FALSE,0,NA,2022-12-02 02:52:46,FALSE,NA,"1598510458008313857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","susugakmurni",30,TRUE,FALSE,NA,NA
"30","RT @AsepBerlian8: @herirwidjaja @datuakrajoangek Ya iya Aman, tukang maen isu Saranya kenyang makan bansos, wan abud turun lapar lagi",FALSE,0,NA,2022-12-02 02:52:31,FALSE,NA,"1598510392099340289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andy_dedw",2,TRUE,FALSE,NA,NA
"31","Dinas Sosial Kab. Bekasi (01/12/22)  laksanakan Monev Penyaluran Bansos BLT-BBM, BPNT) dan PKH Tahap II bagi KPM di… https://t.co/NIrkYV54Ko",FALSE,0,NA,2022-12-02 02:50:48,TRUE,NA,"1598509961403060224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dinsos_bkskab",0,FALSE,FALSE,NA,NA
"32","One Day One Bansos , Kapolres Sumbawa Barat AKBP HERU Muslimin  S.IK,MIP memberikan bantuan Sembako Kepada Masyarak… https://t.co/buEnlaD3ff",FALSE,0,NA,2022-12-02 02:45:35,TRUE,NA,"1598508651228303360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sumbawabarat4",0,FALSE,FALSE,NA,NA
"33","Catat! 6 Syarat agar Lansia Dapatkan Bansos Program Permakanan Kemensos 2022 https://t.co/McrXIsoXDu https://t.co/fuE68Yo6uL",FALSE,0,NA,2022-12-02 02:40:33,FALSE,NA,"1598507383533494272",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","pikiran_rakyat",0,FALSE,FALSE,NA,NA
"34","RT @De_Liput: Kelelahan hingga Pingsan Saat Antre Bansos, Seorang Wanita di Bogor Meninggal Dunia | Liputan 6 https://t.co/vcNVKqyAG9",FALSE,0,NA,2022-12-02 02:37:14,FALSE,NA,"1598506546031652864",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","YuriEndah",3,TRUE,FALSE,NA,NA
"35","RT @De_Liput: Kelelahan hingga Pingsan Saat Antre Bansos, Seorang Wanita di Bogor Meninggal Dunia | Liputan 6 https://t.co/vcNVKqyAG9",FALSE,0,NA,2022-12-02 02:37:12,FALSE,NA,"1598506541296267266",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","rikisya36034558",3,TRUE,FALSE,NA,NA
"36","RT @De_Liput: Kelelahan hingga Pingsan Saat Antre Bansos, Seorang Wanita di Bogor Meninggal Dunia | Liputan 6 https://t.co/vcNVKqyAG9",FALSE,0,NA,2022-12-02 02:34:38,FALSE,NA,"1598505894136123393",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","rihanaaas",3,TRUE,FALSE,NA,NA
"37","Kelelahan hingga Pingsan Saat Antre Bansos, Seorang Wanita di Bogor Meninggal Dunia | Liputan 6 https://t.co/vcNVKqyAG9",FALSE,0,NA,2022-12-02 02:34:18,FALSE,NA,"1598505808287137792",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","De_Liput",3,FALSE,FALSE,NA,NA
"38","Kapolsek Cilawu Polres Garut di dampingi Kanit Samapta dan Bhabinkamtibmas memantau pelaksanaan penyaluran bansos d… https://t.co/Gor6BTUpIX",FALSE,1,NA,2022-12-02 02:30:07,TRUE,NA,"1598504757751992320",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","PolsekCilawu",0,FALSE,FALSE,NA,NA
"39","Jajaran Polsek Sindangwangi Polres Majalengka mengawal ketat penyaluran Bansos dari Pemerintah yakni BLT BBM,BPNT d… https://t.co/DAYrqeXr4H",FALSE,1,NA,2022-12-02 02:29:12,TRUE,NA,"1598504524523921408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HumasPolresMaj1",0,FALSE,FALSE,NA,NA
"40","Unit Samapta Polsek Cilawu Polres Garut melaksanakan pengamanan kegiatan penyaluran bansos di Desa Dangiang… https://t.co/OxLqiKp1t9",FALSE,1,NA,2022-12-02 02:28:54,TRUE,NA,"1598504451014287360",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","PolsekCilawu",0,FALSE,FALSE,NA,NA
"41","@msaid_didu @laukdaun7 bapak Muhammad Said Didu yg terhormat.
saya tau bapak bukan orang bodoh, yuk bapak dibuka ot… https://t.co/HU0TnNjOl0",FALSE,1,"msaid_didu",2022-12-02 02:28:11,TRUE,"1598494124843634689","1598504271674511362","1117990249806721024","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Akmalkuu",0,FALSE,FALSE,NA,NA
"42","@kacangrambat @TirtoID Perlu dipahami ya... 
Data bansos itu usulan dari bawah/desa. Ntah periode 2015 sampai yang… https://t.co/sSGHW75qx7",FALSE,0,"kacangrambat",2022-12-02 02:14:01,TRUE,"1598351742164701185","1598500703516839939","1713097634","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","txtdrbansos",0,FALSE,FALSE,NA,NA
"43","Giat Sambang serta Pembagian Bansos Sembako dalam rangka Jumat Berkah Oleh Bhabinkamtibmas Kel Galay Dubu bersama B… https://t.co/4LDwTV4YOI",FALSE,0,NA,2022-12-02 02:13:56,TRUE,NA,"1598500683665534976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BhabinGalayDubu",0,FALSE,FALSE,NA,NA
"44","Bansos PKH Tahap 4 Cair Desember 2022, Ibu Hamil Juga Kena Rejeki Rp750 Ribu, Cek Kategori Penerima Lainnya https://t.co/yvTBq7NGSP",FALSE,0,NA,2022-12-02 02:11:40,FALSE,NA,"1598500113831563265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","palopoleaks",0,FALSE,FALSE,NA,NA
"45","@kacangrambat @TirtoID Sumber Kami juga ada yang dari akar rumput baik petugas atau masyarakat biasa. DTKS itu data… https://t.co/V6a8XZyVR2",FALSE,0,"kacangrambat",2022-12-02 02:09:43,TRUE,"1598351529953886208","1598499622481428481","1713097634","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","txtdrbansos",0,FALSE,FALSE,NA,NA
"46","@gabutlurd @sosmedkeras ""banyak bansos ditolak gara2 beda agama"", statement intoleran nih. fakta di lapangan gak ka… https://t.co/vvExAusVUo",FALSE,0,"gabutlurd",2022-12-02 02:08:23,TRUE,"1598317177727516673","1598499288975147008","1505022425540415494","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mbkelana",0,FALSE,FALSE,NA,NA
"47","Apa Itu Pokmas? Pengelola Bantuan Sosial Permakanan untuk Lansia yang Diberikan Setiap Hari https://t.co/HSy12StPhh… https://t.co/Z9dyR8MA3x",FALSE,0,NA,2022-12-02 02:07:37,TRUE,NA,"1598499095542652928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AYOPalembang",0,FALSE,FALSE,NA,NA
"48","@PosIndonesia @AyundiaChika Bagaimana jika kita terdaftar dan sudah tersalurkan tpi tidak mendapat kode QR dari apl… https://t.co/KQPuGxLzQN",FALSE,0,"PosIndonesia",2022-12-02 02:03:02,TRUE,"1594553401869672449","1598497941597347841","147137991","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Heyayiyuyeyo",0,FALSE,FALSE,NA,NA
"49","Penyaluran Bansos Penanganan Inflasi di Bangkalan Menunggu SK Bupati https://t.co/k7piOma3Az",FALSE,0,NA,2022-12-02 01:54:14,FALSE,NA,"1598495725536542721",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","MediaJatim",0,FALSE,FALSE,NA,NA
"50","@bountyrush3048 Bansos nya bandot",FALSE,0,"bountyrush3048",2022-12-02 01:50:33,FALSE,"1598268667774799872","1598494798952173569","1214405440815058946","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rennrfz",0,FALSE,FALSE,NA,NA
"51","Giat Bansos Bhabinkamtibmas Polsek Bati-Bati Polres Tanah Laut Bripka Saputa Nor Adha kepada masyarakat Desa Kait-K… https://t.co/K38Ppz4Gaw",FALSE,0,NA,2022-12-02 01:48:54,TRUE,NA,"1598494386081464321",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","polsekbatibati",0,FALSE,FALSE,NA,NA
"52","aga bingung sih sm orgorg indonesia tuh, berdoa sm tuhan nya pgn kayaaa tp pas didata sm pemerintah pgn di miskinkan biar dapet bansos🤣",FALSE,0,NA,2022-12-02 01:43:04,FALSE,NA,"1598492914610765825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","molasstt",0,FALSE,FALSE,NA,NA
"53","Tumbuhkan empati terhadap saudara-saudara yang terdampak musibah banjir bandang di Ds. Sinomwidodo Kec. Tambakromo,… https://t.co/XhGiL2L0ix",FALSE,0,NA,2022-12-02 01:39:54,TRUE,NA,"1598492117558775809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PolresPati1",0,FALSE,FALSE,NA,NA
"54","Tumbuhkan empati terhadap saudara-saudara yang terdampak banjir bandang di Ds. Sinomwidodo Kec. Tambakromo, Plt. Ka… https://t.co/XQy765sYfy",FALSE,1,NA,2022-12-02 01:37:58,TRUE,NA,"1598491633896804354",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PolresPati1",1,FALSE,FALSE,NA,NA
"55","@cvteness_nxkiie Menyalurkan hobby bukan bansos",FALSE,0,"cvteness_nxkiie",2022-12-02 01:31:02,FALSE,"1598470717305393152","1598489888143601665","1219547277749964804","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chinaxbanjar",0,FALSE,FALSE,NA,NA
"56","@SangGuru2471 @tio_richardo Klu ada bansos langsung pura2 kere",FALSE,1,"SangGuru2471",2022-12-02 01:30:30,FALSE,"1598487640843898880","1598489752176852992","728949641421553665","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","retnosetyow4t",0,FALSE,FALSE,NA,NA
"57","cek di DTKS sebagai penerimaafaat
tpi BLT, bansos tidak prnah dapat sma skli dri dulu
sampai mendaftar KJP buat ana… https://t.co/UbMhZwhAVy",FALSE,0,NA,2022-12-02 01:28:47,TRUE,NA,"1598489320197087232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuryaMa42932436",0,FALSE,FALSE,NA,NA
"58","@retnosetyow4t @tio_richardo Giliran bansos antri paling depan",FALSE,1,"retnosetyow4t",2022-12-02 01:22:06,FALSE,"1598487476611743744","1598487640843898880","1210905442408255491","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SangGuru2471",0,FALSE,FALSE,NA,NA
"59","@InfoMendiknas mendaftar 3x KJP anak
tpi tidak pernah lolos
padahal penerima manfaat di DTKS
tpi tidak pernah dapat… https://t.co/OnAe8HGBjJ",FALSE,0,"InfoMendiknas",2022-12-02 01:17:21,TRUE,NA,"1598486446478077952","1169975540","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuryaMa42932436",0,FALSE,FALSE,NA,NA
"60","@nggolekayang @tanyakanrl di daerah rumah mamahku yg dapet bansos orang yg deket sama RT nya nder",FALSE,0,"nggolekayang",2022-12-02 01:17:04,FALSE,"1597358395144966144","1598486375333998593","731181054","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andrir98",0,FALSE,FALSE,NA,NA
"61","@rasyid_khalifa @txtdrimedia Yg bikin relawan,terus hal gini juga lumrah karena termasuk SOP pd bencana,terus banso… https://t.co/UPwf0SYxY4",FALSE,0,"rasyid_khalifa",2022-12-02 01:14:50,TRUE,"1598443515708862464","1598485813041717248","711884487391518720","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iramghfrh",0,FALSE,FALSE,NA,NA
"62","RT @PasangkayuHumas: Penyaluran bansos yang dilaksanakan oleh Kapolres Pasangkayu kepada masyarakat yang membutuhkan

@DivHumas_Polri 
@pol…",FALSE,0,NA,2022-12-02 01:13:51,FALSE,NA,"1598485563136671744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PasangkayuHumas",1,TRUE,FALSE,NA,NA
"63","Penyaluran bansos yang dilaksanakan oleh Kapolres Pasangkayu kepada masyarakat yang membutuhkan

@DivHumas_Polri… https://t.co/hbNymbZQ1W",FALSE,1,NA,2022-12-02 01:13:45,TRUE,NA,"1598485540713926656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PasangkayuHumas",1,FALSE,FALSE,NA,NA
"64","Polsek RKT Polres Prabumulih Memberikan Bansos Kepada Masyarakat yang Sakit.

@polisi_sumsel
@spripimpoldasumsel… https://t.co/Bsa2R77DDh",FALSE,1,NA,2022-12-02 01:13:22,TRUE,NA,"1598485442265231360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tali_pedot",0,FALSE,FALSE,NA,NA
"65","Dasar Kadrun, giliran ada bansos bacot paling duluan https://t.co/T3lUHS8acp https://t.co/URaul2SoBU",FALSE,0,NA,2022-12-02 01:10:12,FALSE,NA,"1598484643350974464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YudhaShanny2",0,FALSE,FALSE,NA,NA
"66","Kapolres Metro Tangerang Kota Cek Langsung Penyaluran Bansos di Kelurahan Gerendeng Karawaci, Aman Dan Tepat Sasara… https://t.co/GKRnhj1dLt",FALSE,0,NA,2022-12-02 01:07:37,TRUE,NA,"1598483997235253248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IrwanNeto",0,FALSE,FALSE,NA,NA
"67","@gadisbonding kalo after office aku suka bingung ini gym apa antrian bansos alias rame betoll🥲",FALSE,0,"gadisbonding",2022-12-02 01:02:38,FALSE,"1598473491086725120","1598482740441387008","163373906","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rdwic",0,FALSE,FALSE,NA,NA
"68","Bhabinkamtibmas Desa Suka Damai Aipda Basruddin Polsek muara badak polres Bontang melaksanakan giat bansos… https://t.co/8jQAQ7wlIM",FALSE,0,NA,2022-12-02 00:57:02,TRUE,NA,"1598481333655064577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BhabinSuka",0,FALSE,FALSE,NA,NA
"69","RT @gabutlurd: @sosmedkeras Lagi keadaan kaya gini bukannya sibuk cari logistik buat survive malah bikin tenda buat ngewe... PIKIRANNYA PAD…",FALSE,0,NA,2022-12-02 00:55:54,FALSE,NA,"1598481047641260032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cointreauinaja",30,TRUE,FALSE,NA,NA
"70","Bhabinkamtibmas Bripka Saharuddin S.H dan Babinsa Serda Muh. Ali Kel. Mallusetasi menyalurkan bansos kepada masyara… https://t.co/Gn9zX7nYcH",FALSE,0,NA,2022-12-02 00:53:07,TRUE,NA,"1598480344155820032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","POLSEKKPN1",0,FALSE,FALSE,NA,NA
"71","Apakah bisa dapat BSU 2 kali? simak informasi terbaru dan cara cek penerima
https://t.co/1p86lyWULv
#BSU #BSU2022… https://t.co/IYRd8o8mFs",FALSE,0,NA,2022-12-02 00:46:43,TRUE,NA,"1598478734793007104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tribunkaltim",0,FALSE,FALSE,NA,NA
"72","@sakumaikaa Iyasiii :') tapi mayanlah apapapun demi bansos 😔👆",FALSE,0,"sakumaikaa",2022-12-02 00:44:21,FALSE,"1598297973087408137","1598478141940695040","1523849105432215552","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shouriie",0,FALSE,FALSE,NA,NA
"73","Giat Kanit Samapta bersama Waka Polsek Muara Badak melaksanakan Bansos ,Di Desa Tanjung limau Kecamatan Muara Badak… https://t.co/uZXoNMc0Oy",FALSE,0,NA,2022-12-02 00:43:22,TRUE,NA,"1598477891616268289",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NurSali15551465",0,FALSE,FALSE,NA,NA
"74","@nuicemedia Sejuta doang, bansos apa nyogok itu wkwkwk",FALSE,0,"nuicemedia",2022-12-02 00:39:54,FALSE,"1598266547499282432","1598477019809198082","929274077323259905","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","anaknyabpk1",0,FALSE,FALSE,NA,NA
